Id,SalePrice
1461,123675.91648519022
1462,157692.4151818246
1463,187105.43441993542
1464,192766.48578718328
1465,186755.98719218632
1466,176116.82292028924
1467,175285.41198925907
1468,173239.81975434133
1469,182446.5616586494
1470,125845.15689224596
1471,200335.56675940185
1472,93168.97306534337
1473,98087.71557046233
1474,150902.28187156428
1475,120331.63889961047
1476,367185.1699084933
1477,255099.22712271073
1478,280555.40925915923
1479,270673.2163138524
1480,472333.3216332864
1481,331277.65897811844
1482,205932.31809743616
1483,175197.57440060927
1484,164004.38189464237
1485,178163.5501881832
1486,195333.22589585284
1487,338112.90841989615
1488,234442.86361121724
1489,197064.74199988676
1490,219958.3287542536
1491,188546.2858421457
1492,90225.84424006207
1493,177440.0067276743
1494,294706.9576331879
1495,291745.9194713253
1496,229700.66823461407
1497,182456.54888076213
1498,158937.31080944615
1499,158243.76261423226
1500,153938.57944515636
1501,176044.00402315008
1502,151464.0885746351
1503,305792.290642286
1504,238651.6350458345
1505,223548.154196996
1506,192226.70134422235
1507,243346.34508661134
1508,199690.22635670728
1509,164418.32654989255
1510,148663.97855246096
1511,144362.25503371932
1512,171686.06277254125
1513,140937.49194312067
1514,161595.24804809998
1515,188312.80174504936
1516,151776.4931231591
1517,157710.0632004229
1518,131826.1755767692
1519,222991.80711602344
1520,137487.00124928175
1521,135289.99021355086
1522,165489.6102213137
1523,113619.46590939714
1524,124328.12143299024
1525,122157.29079809299
1526,120826.300674736
1527,103251.26910970375
1528,134465.37628771208
1529,146175.48761446498
1530,170363.10674544203
1531,109962.81705275679
1532,102964.92092459823
1533,144683.29240862443
1534,119795.36517033956
1535,153138.4910194049
1536,112221.65364220584
1537,67089.77758453428
1538,155314.30077165784
1539,187473.69459168043
1540,99991.98652283053
1541,141690.18013925984
1542,141842.1650566621
1543,218323.6720073134
1544,78698.88722888893
1545,109173.29836286604
1546,131046.27767206015
1547,135934.34471610934
1548,132284.15358757804
1549,109072.2863946939
1550,136469.01515692033
1551,115506.2154332583
1552,126910.48607959133
1553,144079.65125849197
1554,110167.90892626335
1555,169090.28815985497
1556,88885.87419047407
1557,109792.16748319617
1558,87416.36465053349
1559,88325.19778211869
1560,140803.91635869327
1561,137924.9004633227
1562,129733.39865175118
1563,121780.06893456352
1564,155286.50312398575
1565,142748.38781401463
1566,240742.93850944834
1567,70859.61012203316
1568,217691.83870207373
1569,143034.73443547572
1570,138000.71825448505
1571,119839.41333343432
1572,150099.12429273932
1573,243388.25326795405
1574,115263.46198172975
1575,217016.8208607006
1576,227360.78208750315
1577,190297.85269166037
1578,140446.32185411907
1579,148782.57996156078
1580,196951.1789625737
1581,148575.2420275043
1582,129530.60149774596
1583,338375.2449864679
1584,229879.0139942706
1585,142501.49628064793
1586,72862.10618387739
1587,97478.76196976373
1588,146105.70571602735
1589,97426.04349283886
1590,133539.3926369998
1591,96978.64334641842
1592,120057.59418484708
1593,126833.93145458525
1594,133168.86328439252
1595,118548.03703149025
1596,242495.43837496988
1597,181290.61084069457
1598,198685.68027369713
1599,169700.4948131036
1600,169627.60635666756
1601,69245.41471384317
1602,112871.99991927826
1603,85323.44455757257
1604,271987.4843240396
1605,244920.8431619926
1606,170612.8176680423
1607,170482.95014365716
1608,213271.08844858664
1609,184248.6693245172
1610,157094.45596037217
1611,141336.8045409163
1612,167124.24824487677
1613,168145.31116745865
1614,127198.84379345053
1615,86064.22209873976
1616,75619.40818295095
1617,90656.81686048086
1618,125610.06263703597
1619,136764.79986909224
1620,164362.14800972427
1621,134972.6589099274
1622,141769.74492713998
1623,271161.51443211385
1624,212091.26514037617
1625,123602.9109279883
1626,163536.48004902416
1627,189778.28278818892
1628,268691.5950408168
1629,176356.53034856135
1630,348034.4097817076
1631,216249.6635689534
1632,242565.4558115579
1633,169166.91700477034
1634,188932.7803820272
1635,178959.55361234368
1636,155577.71742112003
1637,189642.90234472317
1638,195753.44023976923
1639,183287.5848189432
1640,261340.56638618954
1641,174457.1166811029
1642,225268.40917660896
1643,221301.19421326404
1644,232724.31225751468
1645,193359.85400182012
1646,155617.58394370216
1647,157644.45801711085
1648,134183.47540738917
1649,141635.3723072802
1650,118300.25609078025
1651,120504.87538224534
1652,97158.1516330839
1653,97920.60410264997
1654,148589.80340845074
1655,149606.61971571267
1656,146025.82267802372
1657,150466.03389198123
1658,148230.01518986057
1659,130587.1237480729
1660,150520.3630923027
1661,466006.6177098269
1662,412795.14058290876
1663,393606.75138219795
1664,449561.5658507315
1665,303193.0610185093
1666,315278.0301965504
1667,381089.3366173681
1668,337727.9819519448
1669,291960.7724523932
1670,349574.62743763276
1671,266138.6923429818
1672,436650.482390138
1673,298331.6304052912
1674,247394.59298601214
1675,183888.38650168292
1676,187700.6728837383
1677,222233.60702526703
1678,445963.1175921532
1679,387280.2554885192
1680,338887.1859022177
1681,240225.38302558174
1682,300330.98711909587
1683,176078.5955743768
1684,176109.75753057617
1685,171166.80417419208
1686,168702.6028457628
1687,167730.8962931059
1688,191335.6911702046
1689,190138.97707871825
1690,191890.78894271617
1691,177182.22858860352
1692,255367.44062689686
1693,168798.48514498823
1694,182484.09298096923
1695,167553.3152391438
1696,272507.14531546074
1697,172419.7216761474
1698,373393.8938790837
1699,324948.5229591465
1700,244170.0432008332
1701,263513.2771305037
1702,260396.27247816126
1703,260810.03031479928
1704,293461.4839344636
1705,221372.24280329654
1706,414104.0649241941
1707,211894.36935349868
1708,207840.87240841833
1709,277517.535423744
1710,223394.23569794162
1711,255629.23472046552
1712,258571.65089710074
1713,271080.10815844935
1714,227332.858044845
1715,202007.00375190657
1716,178388.84963794518
1717,173937.08462909376
1718,133574.70908326993
1719,195881.4120036307
1720,242110.92307883006
1721,163559.32953701692
1722,127793.5043119913
1723,157993.43244941309
1724,207489.54841469106
1725,234784.98438853634
1726,185048.20708915254
1727,158351.61636547942
1728,182994.45427386684
1729,164245.11748476673
1730,152608.88222377634
1731,119477.92743204668
1732,129456.32290298029
1733,116451.48092361196
1734,122029.48542789198
1735,136328.27018818137
1736,118079.33290604004
1737,316153.1631287243
1738,223143.9769812088
1739,294539.0642728435
1740,218263.01031234278
1741,189391.24587666814
1742,170388.72800897257
1743,173777.85198248964
1744,295493.2617318835
1745,215202.25706163584
1746,189976.60339763525
1747,213153.428357267
1748,222973.83545453736
1749,154929.69808046403
1750,136142.1794409852
1751,239754.63151771255
1752,124718.4413336067
1753,145543.863491519
1754,196187.0275301807
1755,169344.1502543842
1756,127857.78995325624
1757,119205.11556754296
1758,145374.68421105458
1759,162996.98237473037
1760,166250.1057991074
1761,144635.8544460229
1762,176226.55717155273
1763,167975.7535831416
1764,117271.30914575254
1765,168148.837516803
1766,176211.95522483892
1767,219316.49122698265
1768,143646.6966931139
1769,172225.63726890157
1770,146797.72070346057
1771,129796.17954765394
1772,137817.01828765596
1773,130801.10543795768
1774,135573.8231228715
1775,135371.45302780013
1776,122871.43127361787
1777,112537.05337702317
1778,134928.3666483707
1779,113617.80181055632
1780,178377.1089186276
1781,130382.30841546554
1782,90882.85155250355
1783,142561.8110882141
1784,94889.27201534048
1785,112266.09645794354
1786,127704.50894263625
1787,161834.96675061565
1788,61547.03880243339
1789,90642.15033127816
1790,79949.58796904536
1791,188834.19379054237
1792,157959.24810025824
1793,133040.21430705296
1794,143677.7467512061
1795,131298.0217440936
1796,115225.43474282211
1797,114800.35463142737
1798,122676.11179800838
1799,108754.34201525936
1800,130134.27334245047
1801,132005.76928484807
1802,129066.75978715578
1803,145706.88576613122
1804,143011.69485496718
1805,138538.35375028691
1806,116037.42271130922
1807,127413.69527559192
1808,116947.82295918727
1809,118451.38736642727
1810,142341.68650523928
1811,99894.9037884333
1812,95773.02416532247
1813,123178.65079831652
1814,91105.08303704197
1815,58995.158545637314
1816,95534.73797738248
1817,106719.9097767811
1818,141124.88345936424
1819,120614.14400248491
1820,62928.66872391617
1821,103761.02160336163
1822,139494.7770120033
1823,52158.980682679365
1824,133832.90256701037
1825,132355.102141909
1826,104148.77098653087
1827,108938.59123469693
1828,137311.8634787795
1829,113807.39957834358
1830,138446.8702189701
1831,150591.02316855412
1832,96187.09751268977
1833,142820.9748896886
1834,121468.5747038733
1835,137711.3741546328
1836,124595.35197271252
1837,93424.22416824728
1838,127600.44605406738
1839,87885.01471445808
1840,152468.85915180683
1841,139839.33675720647
1842,85881.94097203901
1843,134922.4875309441
1844,132657.43985800893
1845,137206.26727093864
1846,153866.09789724267
1847,164953.91608542512
1848,60812.5149118718
1849,103641.03299301653
1850,118921.70496633898
1851,150231.0794246232
1852,126419.1385163835
1853,136120.81917999708
1854,172087.24219214713
1855,146126.63658409714
1856,220732.06897555414
1857,145309.133536191
1858,138565.58667769557
1859,117877.90606594339
1860,151634.9535907891
1861,116982.29704391769
1862,296196.16192598816
1863,292978.45950025844
1864,292978.45950025844
1865,322677.12826137675
1866,338593.8026040022
1867,240330.23712332855
1868,305391.9001148987
1869,209413.06232653788
1870,238366.1297740642
1871,235177.97925721284
1872,169910.60152629035
1873,232823.94040375412
1874,146332.85441871558
1875,208502.38946513965
1876,195376.97993340838
1877,210897.17564577068
1878,203841.05378150777
1879,130592.14188699971
1880,138758.9456547284
1881,242704.06027366736
1882,252104.78886655226
1883,193597.3375894781
1884,206297.3958865551
1885,244363.24276565987
1886,296260.0672840406
1887,202390.4621125929
1888,281801.4445856204
1889,160660.4133764612
1890,128557.43487636726
1891,137880.94203594688
1892,109326.40027662051
1893,130874.36024558006
1894,128663.9509468285
1895,135794.88421691747
1896,122592.34875567327
1897,117457.98423534975
1898,108088.23886125398
1899,145270.18750340387
1900,144571.11814002407
1901,171399.89095071983
1902,139072.61241582502
1903,213184.40974551492
1904,137500.91233725677
1905,194133.7740948061
1906,178170.68154898548
1907,200733.9811888988
1908,108661.81165593363
1909,140935.20986793766
1910,123637.7200974717
1911,204487.3096136839
1912,302843.8683976395
1913,140620.94343746925
1914,60740.357567131774
1915,298102.4722109792
1916,66909.41145714938
1917,253975.562711832
1918,139968.37482693297
1919,169062.05305624503
1920,157864.55639408066
1921,423155.40427294123
1922,318981.41540058504
1923,213072.07995247433
1924,228484.26047800068
1925,203430.427295211
1926,391626.3501649621
1927,133680.89488459658
1928,155816.82383126786
1929,122658.58819387504
1930,129806.83389260169
1931,145265.41003341743
1932,139018.96338875862
1933,171384.96107956447
1934,184048.12538397417
1935,175103.12033134256
1936,185955.32884840388
1937,183651.1315518212
1938,170665.1122538824
1939,243255.3674306484
1940,184986.45312321934
1941,176335.00188950918
1942,188310.41640884645
1943,199166.78582595877
1944,336516.63703639526
1945,370930.1805004
1946,151802.02376987878
1947,311131.6887509667
1948,179661.004663374
1949,245140.33448086193
1950,183395.00936802075
1951,259887.96446642178
1952,221289.05897953472
1953,166583.67345903406
1954,182106.45590622892
1955,133213.14629573116
1956,304462.0063866717
1957,153179.9295977312
1958,305105.6867477837
1959,142234.66530256794
1960,114746.57658614649
1961,119711.4238612763
1962,97799.27767164729
1963,99560.10483069872
1964,108726.25838462301
1965,145856.725886513
1966,141941.8937651523
1967,285328.8075077123
1968,419619.5762271189
1969,396156.5682812704
1970,449666.1690342553
1971,456749.1551646599
1972,380779.39254104585
1973,266730.02080663893
1974,309365.50949507055
1975,430887.81106889393
1976,272072.71259519615
1977,374087.80776507733
1978,366439.3514197317
1979,346692.2366323839
1980,195055.09836456244
1981,344288.61324670847
1982,225519.08925653982
1983,203723.29013886896
1984,168758.2133260771
1985,221366.06734563096
1986,217780.86536284833
1987,171013.10243139215
1988,175982.3380563974
1989,193858.2146460846
1990,210690.46752221975
1991,228154.69737276548
1992,214471.80796318507
1993,171581.50508183963
1994,238180.753362294
1995,189217.90539470513
1996,252249.3591075251
1997,299229.9211123942
1998,341773.76611977123
1999,250639.00550155476
2000,315603.88481910585
2001,263844.8564624137
2002,248228.41135082117
2003,263121.38725802494
2004,270389.8508952504
2005,217620.8583793183
2006,224523.53149093088
2007,245758.98566955933
2008,210598.90099164157
2009,190780.12147422257
2010,193953.65529564986
2011,142226.11814136372
2012,170783.7700777839
2013,179801.56254324532
2014,184647.70797443052
